Index,Title,Link,Year,Certification,Runtime,Genres,Rating,Description,Gross,Director,Stars
88,Resident Evil: The Final Chapter,https://www.imdb.com/title/tt2592614/,2016,R,107,"Action, Horror, Sci-Fi",5.5,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","26,830,068",Paul W.S. Anderson,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts"
89,Event Horizon,https://www.imdb.com/title/tt0119081/,1997,R,96,"Horror, Sci-Fi, Thriller",6.7,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,"26,673,242",Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson"
90,The Crazies,https://www.imdb.com/title/tt0455407/,2010,R,101,"Horror, Thriller",6.5,"After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.","39,123,589",Breck Eisner,"Radha Mitchell, Timothy Olyphant, Danielle Panabaker, Joe Anderson"
91,Come to Daddy,https://www.imdb.com/title/tt8816194/,2019,R,96,"Comedy, Horror, Thriller",6.0,A man in his thirties travels to a remote cabin to reconnect with his estranged father.,,Ant Timpson,"Elijah Wood, Stephen McHattie, Garfield Wilson, Madeleine Sami"
92,The Mist,https://www.imdb.com/title/tt0884328/,2007,R,126,"Horror, Sci-Fi",7.1,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.","25,593,755",Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher"
93,3 from Hell,https://www.imdb.com/title/tt8134742/,2019,R,115,Horror,5.6,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.",,Rob Zombie,"Sheri Moon Zombie, Bill Moseley, Sid Haig, Jeff Daniel Phillips"
94,The Autopsy of Jane Doe,https://www.imdb.com/title/tt3289956/,2016,R,86,"Horror, Mystery, Thriller",6.8,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",,AndrÃ© Ãvredal,"Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton"
95,Species,https://www.imdb.com/title/tt0114508/,1995,R,108,"Action, Horror, Sci-Fi",5.8,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,"60,074,103",Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina"
96,The Green Inferno,https://www.imdb.com/title/tt2403021/,2013,R,100,"Adventure, Horror",5.3,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.","7,192,291",Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton"
97,Sweeney Todd: The Demon Barber of Fleet Street,https://www.imdb.com/title/tt0408236/,2007,R,116,"Drama, Horror, Musical",7.3,"The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.","52,898,073",Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall"
98,Sleepy Hollow,https://www.imdb.com/title/tt0162661/,1999,R,105,"Fantasy, Horror, Mystery",7.3,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.","101,071,502",Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon"
99,Scouts Guide to the Zombie Apocalypse,https://www.imdb.com/title/tt1727776/,2015,R,93,"Action, Comedy, Horror",6.3,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.","3,635,292",Christopher Landon,"Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont"
100,The Curse of la Llorona,https://www.imdb.com/title/tt4913966/,2019,R,93,"Horror, Mystery, Thriller",5.3,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.","54,733,739",Michael Chaves,"Linda Cardellini, Raymond Cruz, Patricia Velasquez, Marisol Ramirez"
101,It Follows,https://www.imdb.com/title/tt3235888/,2014,R,100,"Horror, Mystery, Thriller",6.8,A young woman is followed by an unknown supernatural force after a sexual encounter.,"14,673,301",David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe"
102,Pet Sematary,https://www.imdb.com/title/tt0098084/,1989,,103,"Horror, Thriller",6.6,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.","57,469,467",Mary Lambert,"Dale Midkiff, Denise Crosby, Fred Gwynne, Brad Greenquist"
103,Pitch Black,https://www.imdb.com/title/tt0134847/,2000,R,109,"Horror, Sci-Fi",7.1,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.","39,240,659",David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David"
104,High Life,https://www.imdb.com/title/tt4827558/,2018,R,113,"Adventure, Drama, Horror",5.9,A father and his daughter struggle to survive in deep space where they live in isolation.,"1,225,852",Claire Denis,"Robert Pattinson, Juliette Binoche, AndrÃ© Benjamin, Mia Goth"
105,Doom,https://www.imdb.com/title/tt0419706/,2005,R,105,"Action, Adventure, Fantasy",5.2,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,"28,212,337",Andrzej Bartkowiak,"Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei"
106,Constantine,https://www.imdb.com/title/tt0360486/,2005,R,121,"Action, Fantasy, Horror",7.0,"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.","75,976,178",Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf"
107,Eli,https://www.imdb.com/title/tt5294518/,2019,R,98,Horror,5.8,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,,CiarÃ¡n Foy,"Charlie Shotwell, Kelly Reilly, Max Martini, Lili Taylor"
108,Hostel,https://www.imdb.com/title/tt0450278/,2005,R,94,Horror,5.9,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","47,326,473",Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova"
109,The Conjuring 2,https://www.imdb.com/title/tt3065204/,2016,R,134,"Horror, Mystery, Thriller",7.3,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,"102,470,008",James Wan,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor"
110,Halloween,https://www.imdb.com/title/tt1502407/,2018,R,106,"Horror, Thriller",6.6,"Laurie Strode confronts her long-time foe Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","159,342,015",David Gordon Green,"Jamie Lee Curtis, Judy Greer, Andi Matichak, James Jude Courtney"
111,Jennifer's Body,https://www.imdb.com/title/tt1131734/,2009,R,102,"Comedy, Horror",5.2,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"16,204,793",Karyn Kusama,"Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons"
112,Revenge,https://www.imdb.com/title/tt6738136/,2017,R,108,"Action, Horror, Thriller",6.3,"Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.","102,091",Coralie Fargeat,"Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume BouchÃ¨de"
113,Deliver Us from Evil,https://www.imdb.com/title/tt2377322/,2014,R,118,"Horror, Mystery, Thriller",6.2,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","30,577,122",Scott Derrickson,"Eric Bana, Edgar RamÃ­rez, Olivia Munn, Chris Coy"
114,AlienÂ³,https://www.imdb.com/title/tt0103644/,1992,R,114,"Action, Horror, Sci-Fi",6.5,"After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.","55,473,600",David Fincher,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann"
115,Piranha 3D,https://www.imdb.com/title/tt0464154/,2010,R,88,"Comedy, Horror",5.4,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.","25,003,155",Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss, Ving Rhames"
116,I Spit on Your Grave,https://www.imdb.com/title/tt1242432/,2010,R,108,"Horror, Thriller",6.3,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.","93,051",Steven R. Monroe,"Sarah Butler, Jeff Branson, Andrew Howard, Daniel Franzese"
117,Alien: Resurrection,https://www.imdb.com/title/tt0118583/,1997,R,109,"Action, Horror, Sci-Fi",6.2,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.","47,748,610",Jean-Pierre Jeunet,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman"
118,La piel que habito,https://www.imdb.com/title/tt1189073/,2011,R,120,"Drama, Horror, Thriller",7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","3,185,812",Pedro AlmodÃ³var,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes"
119,They Live,https://www.imdb.com/title/tt0096256/,1988,,94,"Action, Horror, Sci-Fi",7.3,A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.,"13,008,928",John Carpenter,"Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower"
120,Friday the 13th,https://www.imdb.com/title/tt0758746/,2009,R,97,"Horror, Mystery, Thriller",5.5,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.","65,002,019",Marcus Nispel,"Jared Padalecki, Amanda Righetti, Derek Mears, Danielle Panabaker"
121,The First Purge,https://www.imdb.com/title/tt6133466/,2018,R,98,"Action, Horror, Sci-Fi",5.1,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.","69,488,745",Gerard McMurray,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris"
122,Case 39,https://www.imdb.com/title/tt0795351/,2009,R,109,"Horror, Mystery, Thriller",6.2,"A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.","13,248,477",Christian Alvart,"RenÃ©e Zellweger, Ian McShane, Jodelle Ferland, Bradley Cooper"
123,The Bad Batch,https://www.imdb.com/title/tt4334266/,2016,R,118,"Drama, Horror, Romance",5.3,"In a desert dystopia, a young woman is kidnapped by cannibals.","177,680",Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves"
124,The Fly,https://www.imdb.com/title/tt0091064/,1986,,96,"Drama, Horror, Sci-Fi",7.5,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,"40,456,565",David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz, Joy Boushel"
125,Manhunter,https://www.imdb.com/title/tt0091474/,1986,,120,"Crime, Horror, Mystery",7.2,Tom Noonan,"8,620,929",Michael Mann,"William Petersen, Kim Greist, Joan Allen, Brian Cox"
126,Sinister,https://www.imdb.com/title/tt1922777/,2012,R,110,"Horror, Mystery, Thriller",6.8,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies which suggest the murder he's currently researching is the work of a serial killer whose work dates back to the 1960s.,"48,086,903",Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Dalton Thompson"
127,Resident Evil: Retribution,https://www.imdb.com/title/tt1855325/,2012,R,95,"Action, Horror, Sci-Fi",5.4,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,"42,345,531",Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer"
128,Halloween,https://www.imdb.com/title/tt0077651/,1978,,91,"Horror, Thriller",7.8,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","47,000,000",John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Tony Moran, Nancy Kyes"
129,Evil Dead,https://www.imdb.com/title/tt1288558/,2013,R,91,"Fantasy, Horror, Thriller",6.5,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.","54,239,856",Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci"
130,Wrong Turn,https://www.imdb.com/title/tt0295700/,2003,R,84,Horror,6.1,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""","15,417,771",Rob Schmidt,"Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui, Desmond Harrington"
131,Grave,https://www.imdb.com/title/tt4954522/,2016,R,99,"Drama, Horror",7.0,"A young woman, studying to be a vet, develops a craving for human flesh.","508,425",Julia Ducournau,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella, Laurent Lucas"
132,The Purge: Election Year,https://www.imdb.com/title/tt4094724/,2016,R,108,"Action, Horror, Sci-Fi",6.0,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.","79,213,375",James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria"
